Name,local_build,sat_usage,ci_build_combined,ci_state,ci_usage,cr_reviews,cr_comments,cr_changed_files,cr_changed_lines,testing_coverage,stars,forks,watchers,open_issues,closed_issues,total_issues,open_pull_requests,closed_pull_requests,merged_pull_requests,total_pull_requests,releases_count,size_kb,language,is_private,is_fork,is_archived,has_issues,created_at,updated_at,pushed_at,default_branch,commit_count,mentionable_users,unique_pr_authors,has_actions,workflow_has_test_in_name,workflow_content_mentions_test,workflow_runs_tests,has_contributing,test_files,src_files,java_source_version,java_target_version,java_version,test_ratio,closed_issue_ratio,merged_pr_ratio,closed_pr_ratio,log_unique_pr_authors,days_since_push,log_stars,log_forks,log_total_prs,log_test_files,log_commit_count,log_releases,log_mentionable_users,popularity_score,activity_score,pr_score,testing_score,community_score,maturity_score,overall_score,java_version_num
line/armeria,1.0,1.0,1.0,0.0,1.0,329.0,67.0,232.0,94310.0,,5045.0,966.0,181.0,621.0,1503.0,2124.0,86.0,340.0,3911.0,4337.0,262.0,281499.0,Java,False,False,False,True,2015-11-16T04:04:01Z,2025-11-24T11:46:08Z,2025-11-24 06:54:42+00:00,main,4820.0,256.0,309.0,1,True,True,1,1,1300.0,2537.0,17,17,17,0.5124162396531337,0.7076271186440678,0.9017754207977865,0.07839520405810468,5.736572297479192,10,8.526351129201004,6.874198495453294,8.37516869138682,7.170888478512505,8.480736654405622,5.572154032177765,5.54907608489522,0.800297619047619,0.6329799107142857,0.6780133928571429,0.8159145266868078,0.8291666666666666,1.0,0.8052825751240829,17.0
eugenp/tutorials,,1.0,,,0.0,4.0,0.0,266.0,38850.0,,37303.0,54002.0,1487.0,17.0,773.0,790.0,36.0,4601.0,13553.0,18190.0,0.0,115937.0,Java,False,False,False,True,2013-04-29T18:26:36Z,2025-11-24T22:16:09Z,2025-11-24 18:28:42+00:00,master,20133.0,1085.0,1885.0,0,False,False,0,1,5943.0,12504.0,1.8,1.8,1.8,0.4752879078694818,0.9784810126582278,0.7450797141286422,0.2529411764705882,7.542213463193403,9,10.526855838488157,10.896794879558815,9.808682245262217,8.690137586397595,9.910165207289369,0.0,6.990256500493881,0.9921875,0.722154017857143,0.7272693452380952,0.52427562131348,0.9799107142857143,0.5,0.8052374321140844,8.0
oracle/opengrok,0.0,1.0,,,0.0,15.0,22.0,216.0,2611.0,,4688.0,792.0,159.0,526.0,2038.0,2564.0,17.0,140.0,1909.0,2066.0,295.0,524179.0,Java,False,False,False,True,2013-01-07T11:49:18Z,2025-11-24T20:44:53Z,2025-11-24 18:35:36+00:00,master,7701.0,1839.0,153.0,1,False,True,1,1,306.0,593.0,17,17,17,0.5160202360876898,0.7948517940717629,0.9240077444336883,0.06776379477250725,5.0369526024136295,9,8.452974619089586,6.675823221634848,7.633853559681768,5.726847747587197,8.949235314374855,5.69035945432406,7.517520850603031,0.780282738095238,0.7616257440476191,0.6217633928571429,0.7612523153143433,0.8507440476190476,1.0,0.8050619627571572,17.0
fasterxml/jackson-databind,1.0,0.0,,,0.0,7.0,55.0,43.0,2423.0,70.4,3650.0,1447.0,165.0,362.0,3308.0,3670.0,21.0,344.0,1201.0,1566.0,0.0,83771.0,Java,False,False,False,True,2011-12-23T07:17:41Z,2025-11-24T22:27:13Z,2025-11-24 21:49:26+00:00,3.x,12003.0,308.0,490.0,1,False,True,1,0,890.0,554.0,21,21,21,1.6064981949458483,0.9013623978201635,0.7669220945083014,0.21966794380587484,6.19644412779452,9,8.202756381655638,7.277938572945661,7.356918242356021,6.792344427470809,9.392995206560258,0.0,5.733341276897746,0.7914434523809524,0.6567150297619048,0.5792038690476191,0.9460505345453891,0.878422619047619,0.5,0.8050115175649187,21.0
redisson/redisson,1.0,1.0,1.0,1.0,1.0,28.0,29.0,28.0,1207.0,,24134.0,5500.0,869.0,280.0,5377.0,5657.0,44.0,369.0,636.0,1049.0,174.0,32079.0,Java,False,False,False,True,2014-01-11T14:06:25Z,2025-11-25T01:09:23Z,2025-11-20 06:35:07+00:00,master,10822.0,190.0,365.0,1,False,True,1,1,586.0,2407.0,1.8,1.8,1.8,0.24345658496053177,0.9505038006010252,0.6062917063870352,0.3517635843660629,5.902633333401366,14,10.091418348094594,8.612685172875459,6.956545443151569,6.375024819828097,9.289428778295147,5.1647859739235145,5.25227342804663,0.9632440476190476,0.7088727678571429,0.503329613095238,0.671627059056251,0.799702380952381,1.0,0.8041242126807294,8.0
opentripplanner/opentripplanner,1.0,0.0,1.0,1.0,1.0,78.0,30.0,360.0,39123.0,,2469.0,1088.0,142.0,90.0,3117.0,3207.0,47.0,509.0,3325.0,3881.0,11.0,212253.0,Java,False,False,False,True,2011-07-18T16:15:38Z,2025-11-24T20:09:28Z,2025-11-24 20:09:23+00:00,dev-2.x,30034.0,197.0,257.0,1,True,True,1,1,1263.0,2404.0,21,21,21,0.5253743760399334,0.9719363891487371,0.8567379541355321,0.1311517650090183,5.552959584921617,9,7.8119734296220225,6.9930151229329605,8.264105763728956,7.142036574706803,10.310118647284261,2.4849066497880004,5.288267030694535,0.7223958333333333,0.7685825892857143,0.6733258928571428,0.820236521723493,0.7702380952380953,1.0,0.8035170917403972,21.0
googlecontainertools/jib,1.0,1.0,1.0,1.0,1.0,62.0,33.0,68.0,1702.0,72.2,14074.0,1457.0,322.0,180.0,1568.0,1748.0,57.0,321.0,2331.0,2709.0,174.0,16834.0,Java,False,False,False,True,2018-01-22T18:30:43Z,2025-11-25T01:11:11Z,2025-11-19 01:18:26+00:00,master,2383.0,133.0,183.0,1,True,True,1,1,260.0,337.0,8,8,8,0.771513353115727,0.897025171624714,0.8604651162790697,0.1184939091915836,5.214935757608986,15,9.552155453007892,7.284820912568604,7.904703913873747,5.564520407322694,7.776535028185241,5.1647859739235145,4.897839799950911,0.9041666666666666,0.5584449404761905,0.6328497023809524,0.8323813569989931,0.6648065476190476,1.0,0.802442437464034,8.0
openzipkin/zipkin,1.0,0.0,,,0.0,11.0,14.0,221.0,3711.0,,17355.0,3106.0,670.0,170.0,1170.0,1340.0,1.0,503.0,1907.0,2411.0,97.0,77306.0,Java,False,False,False,True,2012-06-06T18:26:16Z,2025-11-24T20:55:06Z,2025-08-15 10:47:47+00:00,master,2981.0,169.0,236.0,1,True,True,1,1,203.0,236.0,17,17,17,0.8601694915254238,0.8731343283582089,0.7909581086686023,0.2086271256739942,5.4680601411351315,110,9.761693546918242,8.041412909393047,7.788211557847076,5.318119993844216,8.000349495324684,4.584967478670572,5.135798437050262,0.9421130952380952,0.46130952380952384,0.6350446428571428,0.8316180338260682,0.735639880952381,1.0,0.80162102631366,17.0
wiremock/wiremock,1.0,0.0,1.0,1.0,1.0,7.0,5.0,768.0,142145.0,81.33,7057.0,1495.0,135.0,412.0,1153.0,1565.0,48.0,500.0,1129.0,1677.0,52.0,50222.0,Java,False,False,False,True,2011-10-09T20:27:24Z,2025-11-24T16:52:31Z,2025-11-24 17:49:04+00:00,master,4192.0,255.0,454.0,1,True,True,1,1,323.0,605.0,17,17,17,0.5338842975206611,0.736741214057508,0.6732259988073942,0.2981514609421586,6.12029741895095,9,8.861917004235215,7.310550158534422,7.425357887027151,5.780743515792329,8.341171747170762,3.970291913552122,5.545177444479562,0.8631696428571429,0.6321800595238095,0.5741815476190476,0.7741010735865343,0.8520833333333333,1.0,0.8002477386347289,17.0
tomakehurst/wiremock,0.0,0.0,1.0,1.0,1.0,7.0,5.0,768.0,142145.0,,7057.0,1495.0,135.0,412.0,1153.0,1565.0,48.0,500.0,1129.0,1677.0,52.0,50222.0,Java,False,False,False,True,2011-10-09T20:27:24Z,2025-11-24T16:52:31Z,2025-11-24 17:49:04+00:00,master,4192.0,255.0,454.0,1,True,True,1,1,323.0,605.0,17,17,17,0.5338842975206611,0.736741214057508,0.6732259988073942,0.2981514609421586,6.12029741895095,9,8.861917004235215,7.310550158534422,7.425357887027151,5.780743515792329,8.341171747170762,3.970291913552122,5.545177444479562,0.8631696428571429,0.6321800595238095,0.5741815476190476,0.7741010735865343,0.8520833333333333,1.0,0.8002477386347289,17.0
spring-cloud/spring-cloud-gateway,0.0,1.0,,,0.0,7.0,41.0,71.0,3539.0,,4780.0,3412.0,209.0,430.0,2505.0,2935.0,56.0,458.0,501.0,1015.0,42.0,15150.0,Java,False,False,False,True,2016-11-16T21:42:51Z,2025-11-24T19:54:56Z,2025-11-24 19:54:56+00:00,main,3506.0,252.0,369.0,1,False,True,1,1,278.0,377.0,17,17,17,0.7374005305039788,0.8534923339011925,0.4935960591133005,0.45123152709359604,5.91350300563827,9,8.472405008626103,8.135346948906706,6.923628628138427,5.631211781821365,8.162516250140179,3.7612001156935624,5.53338948872752,0.8502232142857142,0.6466703869047619,0.492001488095238,0.8302340715364696,0.8383184523809524,1.0,0.7995916280031651,17.0
spring-cloud/spring-cloud-netflix,1.0,1.0,1.0,0.0,1.0,18.0,35.0,121.0,2129.0,32.77,4947.0,2469.0,357.0,77.0,3209.0,3286.0,26.0,494.0,645.0,1165.0,27.0,21049.0,Java,False,False,False,True,2014-07-11T15:46:12Z,2025-11-24T19:57:17Z,2025-11-24 20:01:17+00:00,main,3522.0,224.0,331.0,1,False,True,1,1,65.0,69.0,17,17,17,0.9420289855072463,0.9765672550213025,0.5536480686695279,0.4240343347639485,5.805134968916488,9,8.506738733512378,7.8119734296220225,7.061334366910438,4.189654742026425,8.167068178341237,3.332204510175204,5.41610040220442,0.8450892857142857,0.6942522321428571,0.5205357142857143,0.7865264440368293,0.8165922619047619,1.0,0.7987484264853978,17.0
baomidou/mybatis-plus,1.0,0.0,,,0.0,0.0,1.0,51.0,38085.0,33.04,17202.0,4426.0,80.0,90.0,5605.0,5695.0,18.0,503.0,526.0,1047.0,38.0,32268.0,Java,False,False,False,True,2016-08-18T10:06:53Z,2025-11-24T22:24:22Z,2025-10-21 09:14:55+00:00,3.0,6124.0,175.0,324.0,1,False,True,1,0,446.0,478.0,21,21,21,0.9330543933054394,0.9841966637401229,0.5023877745940784,0.4804202483285578,5.783825182329737,44,9.752839066197039,8.395477432732141,6.954638864880987,6.102558594613569,8.720134035412928,3.6635616461296463,5.170483995038151,0.950892857142857,0.5639694940476191,0.4998883928571428,0.8880670834232485,0.7770089285714286,0.5,0.7977626785939073,21.0
graylog2/graylog2-server,0.0,1.0,,1.0,1.0,42.0,0.0,125.0,17512.0,,7880.0,1095.0,230.0,1824.0,6244.0,8068.0,145.0,2892.0,13088.0,16125.0,0.0,202882.0,Java,False,False,False,True,2010-05-17T21:27:02Z,2025-11-24T18:54:02Z,2025-11-25 01:05:32+00:00,master,27997.0,175.0,219.0,1,False,True,1,1,1357.0,4350.0,21,21,21,0.3119540229885058,0.7739216658403569,0.8116589147286821,0.17934883720930234,5.393627546352362,9,8.97221007835365,6.999422467507961,9.688188155244967,7.213768308118642,10.23988835803477,0.0,5.170483995038151,0.8504464285714285,0.6261346726190478,0.7292410714285714,0.728168271651561,0.7332589285714286,1.0,0.795114984579557,21.0
apache/lucene,1.0,0.0,,,0.0,73.0,42.0,521.0,52158.0,,3251.0,1251.0,90.0,2219.0,9466.0,11685.0,284.0,460.0,3014.0,3758.0,25.0,526150.0,Java,False,False,False,True,2021-02-23T17:16:56Z,2025-11-24T01:46:07Z,2025-11-23 06:59:48+00:00,main,38722.0,447.0,343.0,1,True,True,1,1,2116.0,3835.0,11,11,11,0.5517601043024772,0.8100984167736415,0.8020223523150612,0.12240553485896753,5.840641657373398,11,8.087025470667701,7.132497551660044,8.231908243564177,7.6577552711348655,10.564189017727987,3.258096538021482,6.104793232414985,0.7694196428571428,0.6209077380952381,0.6020089285714285,0.8459546063516041,0.8824404761904763,1.0,0.7950414789688534,11.0
google/gson,,0.0,1.0,1.0,1.0,22.0,26.0,53.0,7278.0,,24227.0,4358.0,735.0,231.0,1423.0,1654.0,97.0,299.0,792.0,1188.0,12.0,13789.0,Java,False,False,False,True,2015-03-19T18:21:20Z,2025-11-24T20:42:21Z,2025-11-24 20:42:13+00:00,main,2155.0,177.0,357.0,1,False,True,1,0,159.0,100.0,8,8,8,1.59,0.8603385731559855,0.6666666666666666,0.2516835016835017,5.8805329864007,9,10.095264268100838,8.379997952238393,7.080867896690782,5.075173815233827,7.6760099320288875,2.5649493574615367,5.181783550292085,0.9610863095238096,0.5562686011904762,0.5050409226190475,0.8618192863436916,0.7861607142857143,0.5,0.7944066445025896,8.0
zaproxy/zaproxy,1.0,0.0,1.0,1.0,1.0,65.0,79.0,45.0,1589.0,,14424.0,2461.0,398.0,820.0,4455.0,5275.0,28.0,257.0,3545.0,3830.0,22.0,201232.0,Java,False,False,False,True,2015-06-03T16:55:01Z,2025-11-25T01:11:03Z,2025-11-24 17:57:50+00:00,main,10115.0,226.0,299.0,1,True,True,1,1,209.0,1200.0,17,17,17,0.17416666666666666,0.8445497630331753,0.9255874673629243,0.0671018276762402,5.703782474656201,9,9.5767180913763,7.808729306744399,8.25088114470065,5.3471075307174685,9.221873607789856,3.1354942159291497,5.424950017481403,0.9264136904761904,0.6855096726190477,0.6787574404761906,0.5864181525140268,0.8078869047619048,1.0,0.7942328863427925,17.0
zxing/zxing,,1.0,1.0,1.0,1.0,63.0,50.0,172.0,2256.0,,33716.0,9428.0,1641.0,5.0,1329.0,1334.0,0.0,224.0,344.0,568.0,32.0,243329.0,Java,False,False,False,True,2011-10-12T14:07:27Z,2025-11-24T19:52:23Z,2025-11-24 14:17:56+00:00,master,3864.0,130.0,254.0,1,True,True,1,1,158.0,359.0,1.8,1.8,1.8,0.4401114206128134,0.9962518740629686,0.6056338028169014,0.39436619718309857,5.541263545158426,9,10.425757440186377,9.151545325465678,6.343880434126331,5.0689042022202315,8.259716961021523,3.4965075614664802,4.875197323201151,0.9838541666666666,0.7273251488095238,0.40665922619047623,0.6909817944360525,0.6936755952380953,1.0,0.7937331718232989,8.0
gocd/gocd,0.0,0.0,,,0.0,1.0,38.0,1119.0,14928.0,,7338.0,982.0,207.0,59.0,3412.0,3471.0,14.0,1830.0,8591.0,10435.0,86.0,415062.0,Java,False,False,False,True,2013-12-13T05:26:16Z,2025-11-24T09:08:17Z,2025-11-24 09:08:12+00:00,master,21521.0,138.0,191.0,1,False,False,0,1,1348.0,2550.0,21,21,21,0.5286274509803922,0.9830020167098819,0.8232870148538572,0.1753713464302827,5.2574953720277815,10,8.900957872545062,6.890609120147166,9.253016646256619,7.207118856207756,9.976830946760337,4.465908118654584,4.9344739331306915,0.8410714285714286,0.7877418154761906,0.7287946428571428,0.6751876978132644,0.675595238095238,0.75,0.793045436358078,21.0
alluxio/alluxio,1.0,1.0,,,0.0,65.0,87.0,62.0,6651.0,,7113.0,2956.0,434.0,654.0,1580.0,2234.0,385.0,2374.0,13734.0,16493.0,61.0,205633.0,Java,False,False,False,True,2012-12-21T17:43:46Z,2025-11-21T10:05:28Z,2025-04-29 16:46:58+00:00,main,33837.0,1240.0,1468.0,1,True,True,1,0,906.0,1954.0,1.8,1.8,1.8,0.46366427840327534,0.7072515666965085,0.8327169102043291,0.1439398532710847,7.292337176173877,218,8.8698199525084,7.9919305198524775,9.7107519573933,6.810142450115136,10.429339710318741,4.127134385045092,7.123672785204607,0.8901041666666666,0.48720238095238094,0.7197916666666666,0.7855988571788232,0.9816964285714286,0.5,0.7920098333423248,8.0
primefaces/primefaces,1.0,1.0,1.0,0.0,1.0,26.0,40.0,90.0,5148.0,6.9,1878.0,779.0,127.0,81.0,7879.0,7960.0,7.0,716.0,5694.0,6417.0,76.0,162433.0,Java,False,False,False,True,2015-04-11T09:48:53Z,2025-11-24T18:27:32Z,2025-11-24 18:27:48+00:00,master,16612.0,246.0,305.0,1,False,True,1,1,566.0,1425.0,11,11,11,0.3971929824561404,0.9898241206030151,0.887330528284245,0.11157861929250429,5.723585101952381,9,7.538494999413465,6.659293919683638,8.766861821669803,6.340359303727752,9.71794080038648,4.343805421853684,5.5093883366279774,0.6570684523809522,0.851357886904762,0.7172991071428572,0.7388232695835132,0.8188244047619048,1.0,0.7915752370387354,11.0
fabric8io/kubernetes-client,1.0,0.0,1.0,0.0,1.0,136.0,98.0,735.0,10331.0,,3583.0,1494.0,117.0,74.0,2744.0,2818.0,19.0,550.0,3787.0,4356.0,124.0,509398.0,Java,False,False,False,True,2015-07-09T15:43:13Z,2025-11-21T12:44:41Z,2025-11-21 12:44:37+00:00,main,7220.0,361.0,429.0,1,True,True,1,1,1189.0,5930.0,11,11,11,0.20050590219224285,0.9737402413058907,0.8693755739210285,0.12626262626262627,6.063785208687608,12,8.18423477409482,7.3098814858247865,8.379539026117442,7.081708586105575,8.884748726451182,4.8283137373023015,5.8916442118257715,0.7896577380952381,0.720703125,0.6902901785714286,0.6759991817724069,0.8794642857142857,1.0,0.7915276972288161,11.0
intuit/karate,,0.0,1.0,1.0,1.0,12.0,16.0,73.0,4162.0,,8735.0,2003.0,222.0,83.0,2071.0,2154.0,2.0,152.0,404.0,558.0,54.0,26528.0,Java,False,False,False,True,2017-02-07T15:59:17Z,2025-11-24T10:13:19Z,2025-11-24 15:19:09+00:00,master,4660.0,109.0,203.0,1,False,True,1,1,208.0,301.0,17,17,17,0.6910299003322259,0.9614670380687094,0.7240143369175627,0.2724014336917563,5.318119993844216,9,9.075207697984686,7.602900462204755,6.326149473155099,5.342334251964811,8.446985296372741,4.007333185232471,4.700480365792417,0.8899553571428571,0.745796130952381,0.41515997023809526,0.801513440062581,0.6227678571428572,1.0,0.7910749745989787,17.0
karatelabs/karate,,0.0,1.0,1.0,1.0,12.0,16.0,73.0,4162.0,,8735.0,2003.0,222.0,83.0,2071.0,2154.0,2.0,152.0,404.0,558.0,54.0,26528.0,Java,False,False,False,True,2017-02-07T15:59:17Z,2025-11-24T10:13:19Z,2025-11-24 15:19:09+00:00,master,4660.0,109.0,203.0,1,False,True,1,1,208.0,301.0,17,17,17,0.6910299003322259,0.9614670380687094,0.7240143369175627,0.2724014336917563,5.318119993844216,9,9.075207697984686,7.602900462204755,6.326149473155099,5.342334251964811,8.446985296372741,4.007333185232471,4.700480365792417,0.8899553571428571,0.745796130952381,0.41515997023809526,0.801513440062581,0.6227678571428572,1.0,0.7910749745989787,17.0
vavr-io/vavr,1.0,0.0,1.0,1.0,1.0,21.0,32.0,368.0,3416.0,92.18,6015.0,654.0,170.0,84.0,1141.0,1225.0,11.0,153.0,1694.0,1858.0,19.0,23336.0,Java,False,False,False,True,2014-01-30T14:07:25Z,2025-11-24T17:13:55Z,2025-11-25 02:13:39+00:00,main,4405.0,96.0,180.0,1,False,True,1,1,156.0,70.0,1.8,1.8,1.8,2.2285714285714286,0.9314285714285714,0.9117330462863293,0.08234660925726588,5.198497031265826,9,8.702177865629675,6.484635235635252,7.527793987721444,5.056245805348308,8.39072252736229,2.995732273553991,4.574710978503383,0.7925595238095238,0.6724888392857142,0.6150111607142856,0.8674686533412459,0.5805059523809524,1.0,0.7894350576805496,8.0
apache/cassandra,,1.0,,,0.0,,,,,,9491.0,3803.0,432.0,0.0,0.0,0.0,585.0,3706.0,197.0,4488.0,0.0,450797.0,Java,False,False,False,False,2009-05-21T02:10:09Z,2025-11-23T19:17:34Z,2025-11-22 14:05:45+00:00,trunk,31466.0,500.0,539.0,1,False,False,0,1,2750.0,3272.0,11,11,11,0.8404645476772616,0.0,0.04389483065953654,0.8257575757575758,6.29156913955832,11,9.158204617555654,8.24380842366528,8.409385238781931,7.919719760924575,10.356694656629713,0.0,6.2166061010848646,0.9180803571428572,0.47165178571428573,0.6404761904761904,0.7766161118903755,0.9145833333333333,0.75,0.7889382541630701,11.0
teammates/teammates,1.0,1.0,1.0,1.0,1.0,116.0,39.0,714.0,334216.0,,1766.0,3464.0,90.0,86.0,7048.0,7134.0,41.0,1400.0,4745.0,6186.0,165.0,278034.0,Java,False,False,False,True,2014-05-02T07:43:00Z,2025-11-23T03:02:25Z,2025-11-12 07:42:39+00:00,master,18881.0,669.0,1022.0,1,False,True,1,1,356.0,866.0,11,11,11,0.4110854503464203,0.9879450518643117,0.7670546395085678,0.22631749110895572,6.930494765951626,22,7.4770384723196965,8.150467911624004,8.73020559553099,5.877735781779639,9.845964366292462,5.111987788356544,6.507277712385012,0.7151785714285713,0.7174293154761905,0.6982700892857142,0.7256567175586247,0.9392857142857143,1.0,0.7881226987348944,11.0
google/auto,0.0,0.0,,,0.0,0.0,0.0,212.0,4774.0,,10527.0,1209.0,335.0,72.0,423.0,495.0,14.0,869.0,591.0,1474.0,67.0,46603.0,Java,False,False,False,True,2013-05-22T21:41:56Z,2025-11-19T05:15:06Z,2025-11-24 21:16:09+00:00,main,2037.0,91.0,121.0,1,False,True,1,1,188.0,132.0,11,11,11,1.4242424242424243,0.8545454545454545,0.40094979647218454,0.5895522388059702,4.804021044733257,9,9.261793653565098,7.098375638590786,7.29641326877392,5.241747015059643,7.61972421378267,4.219507705176107,4.5217885770490405,0.8776785714285713,0.6231584821428572,0.5481026785714286,0.8660538389260539,0.5058779761904763,1.0,0.7872519269934183,11.0
flowable/flowable-engine,1.0,0.0,,,0.0,5.0,31.0,104.0,10745.0,,8896.0,2768.0,261.0,359.0,1019.0,1378.0,29.0,577.0,2154.0,2760.0,28.0,237009.0,Java,False,False,False,True,2016-10-13T07:21:43Z,2025-11-24T08:22:22Z,2025-11-21 14:16:33+00:00,main,13790.0,275.0,278.0,1,True,True,1,0,2372.0,5387.0,17,17,17,0.4403192871728235,0.739477503628447,0.7804347826086957,0.20905797101449275,5.631211781821365,12,9.093469420244768,7.926241523170962,7.923348211930154,7.771910256435763,9.531771484474337,3.367295829986474,5.62040086571715,0.9017113095238094,0.564155505952381,0.6390997023809524,0.8015337271615595,0.8242559523809523,0.5,0.7870184764332471,17.0
apache/cloudstack,1.0,1.0,1.0,1.0,1.0,98.0,321.0,64.0,18799.0,,2703.0,1242.0,147.0,493.0,3031.0,3524.0,220.0,1883.0,5841.0,7944.0,42.0,640953.0,Java,False,False,False,True,2013-04-29T22:27:12Z,2025-11-24T15:29:43Z,2025-11-24 14:01:11+00:00,main,38232.0,458.0,431.0,1,False,True,1,1,1153.0,6503.0,17,17,17,0.1773027833307704,0.8601021566401816,0.7352719033232629,0.2370342396777442,6.068425588244111,9,7.902487437162855,7.1252830915107115,8.980298078970817,7.050989447068045,10.551454296015532,3.7612001156935624,6.129050210060545,0.7454241071428571,0.7605468750000001,0.6915550595238096,0.6640069774133218,0.8985119047619048,1.0,0.7853228009009495,17.0
interestinglab/seatunnel,0.0,1.0,1.0,1.0,1.0,22.0,8.0,146.0,1057.0,,8906.0,2110.0,170.0,203.0,4109.0,4312.0,77.0,1264.0,4323.0,5664.0,52.0,49068.0,Java,False,False,False,True,2017-08-05T09:14:47Z,2025-11-25T01:24:11Z,2025-11-21 08:30:46+00:00,dev,5188.0,418.0,556.0,1,True,True,1,0,806.0,3197.0,1.8,1.8,1.8,0.2521113543947451,0.952922077922078,0.7632415254237288,0.2231638418079096,6.322565239927284,13,9.09459276343187,7.65491704784832,8.642062173462106,6.693323668269949,8.55429627936774,3.970291913552122,6.037870919922137,0.8949404761904761,0.624516369047619,0.6878348214285714,0.6857823964177817,0.90625,0.5,0.7836312389853978,8.0
interestinglab/waterdrop,0.0,1.0,1.0,1.0,1.0,22.0,8.0,146.0,1057.0,,8906.0,2110.0,170.0,203.0,4109.0,4312.0,77.0,1264.0,4323.0,5664.0,52.0,49068.0,Java,False,False,False,True,2017-08-05T09:14:47Z,2025-11-25T01:24:11Z,2025-11-21 08:30:46+00:00,dev,5188.0,418.0,556.0,1,True,True,1,0,806.0,3197.0,1.8,1.8,1.8,0.2521113543947451,0.952922077922078,0.7632415254237288,0.2231638418079096,6.322565239927284,13,9.09459276343187,7.65491704784832,8.642062173462106,6.693323668269949,8.55429627936774,3.970291913552122,6.037870919922137,0.8949404761904761,0.624516369047619,0.6878348214285714,0.6857823964177817,0.90625,0.5,0.7836312389853978,8.0
interestinglab/earth-fleet,0.0,1.0,1.0,1.0,1.0,22.0,8.0,146.0,1057.0,,8906.0,2110.0,170.0,203.0,4109.0,4312.0,77.0,1264.0,4323.0,5664.0,52.0,49068.0,Java,False,False,False,True,2017-08-05T09:14:47Z,2025-11-25T01:24:11Z,2025-11-21 08:30:46+00:00,dev,5188.0,418.0,556.0,1,True,True,1,0,806.0,3197.0,1.8,1.8,1.8,0.2521113543947451,0.952922077922078,0.7632415254237288,0.2231638418079096,6.322565239927284,13,9.09459276343187,7.65491704784832,8.642062173462106,6.693323668269949,8.55429627936774,3.970291913552122,6.037870919922137,0.8949404761904761,0.624516369047619,0.6878348214285714,0.6857823964177817,0.90625,0.5,0.7836312389853978,8.0
dropwizard/metrics,1.0,1.0,1.0,1.0,1.0,20.0,19.0,22.0,44.0,86.89,7855.0,1803.0,356.0,2.0,658.0,660.0,4.0,1048.0,3260.0,4312.0,140.0,21253.0,Java,False,False,False,True,2010-02-26T19:44:42Z,2025-11-23T06:32:56Z,2025-11-22 20:14:30+00:00,release/4.2.x,4132.0,208.0,462.0,1,False,False,0,0,233.0,192.0,8,8,8,1.2135416666666667,0.996969696969697,0.7560296846011132,0.24304267161410018,6.137727054086234,11,8.969032850034301,7.4977617006225685,8.369388996647842,5.455321115357702,8.326758814511733,4.948759890378168,5.342334251964811,0.8772693452380952,0.7145647321428572,0.6744419642857142,0.721876348726802,0.8266369047619047,0.25,0.782892822300748,8.0
liquibase/liquibase,1.0,0.0,,,0.0,32.0,12.0,93.0,119690.0,,5328.0,1932.0,139.0,607.0,1445.0,2052.0,66.0,1479.0,3827.0,5372.0,105.0,218916.0,Java,False,False,False,True,2011-07-08T20:08:20Z,2025-11-24T14:35:07Z,2025-11-24 20:19:41+00:00,master,14111.0,614.0,912.0,1,True,True,1,0,305.0,1181.0,17,17,17,0.25825571549534293,0.7041910331384016,0.712397617274758,0.27531645569620256,6.816735880594968,9,8.580918882296782,7.566828479208331,8.589141690728821,5.723585101952381,9.554780778246572,4.663439094112067,6.421622267806518,0.8476190476190475,0.7319754464285715,0.678125,0.6482264242555028,0.9339285714285714,0.5,0.7828490167781614,17.0
neo4j/neo4j,1.0,1.0,,,0.0,,,,,,15429.0,2536.0,524.0,259.0,3602.0,3861.0,4.0,1811.0,7936.0,9751.0,72.0,681515.0,Java,False,False,False,True,2012-11-12T08:46:15Z,2025-11-24T20:34:37Z,2025-11-21 13:04:20+00:00,release/5.26.0,81412.0,406.0,231.0,0,False,False,0,1,2909.0,5056.0,17,17,17,0.5753560126582279,0.9329189329189329,0.8138652445902984,0.1857245410727105,5.44673737166631,12,9.644068945357207,7.838737559599282,9.185227671161108,7.975908360165538,11.307290244398825,4.290459441148391,6.008813185442595,0.9314732142857143,0.7281063988095238,0.7251488095238096,0.5619494946770249,0.8348214285714286,0.5,0.7828050820025895,17.0
hapifhir/hapi-fhir,1.0,1.0,1.0,1.0,1.0,52.0,31.0,432.0,1425150.0,20.52,2227.0,1418.0,139.0,1053.0,2410.0,3463.0,262.0,528.0,3146.0,3936.0,111.0,998453.0,Java,False,False,False,True,2014-06-24T21:00:46Z,2025-11-24T18:02:03Z,2025-11-24 22:24:26+00:00,master,10435.0,281.0,362.0,1,False,True,1,0,1873.0,2912.0,17,17,17,0.6432005494505495,0.6959283857926654,0.7992886178861789,0.13414634146341464,5.8944028342648505,9,7.708859601047175,7.257707677160043,8.278174290943738,7.535830462798367,9.253016646256619,4.718498871295094,5.641907070938114,0.71875,0.7244977678571429,0.6184709821428572,0.8769088980002878,0.8519345238095238,0.5,0.7827158777738815,17.0
